Company,Region,Fiscal Year,Event Date (adjusted),Estimation N,Est_Calendar_Mismatch_N,Alpha,Beta,"CAR[-1,+1]","CAR[-1,+1]_Calendar_Gaps","CAR[-2,+2]","CAR[0,+1]","CAR[0,+5]","CAR[0,+15]","CAR[0,+20]","CAR[0,+30]","CAR[0,+45]","CAR[0,+60]","|CAR|[-1,+1]",n_corporate_tier1plus,Specificity,ESGSentiment,total_sentences,Sentiment,cluster_3d,Leverage,Size,ROA,Revenue_Growth,Cluster1_HighSpec,Cluster0_HighVolLowSpec
Munich Re,Europe (Germany),2019,2020-03-18,216,5,0.0007899236120789,0.6159695998096401,0.0153479464657694,0,0.0038140489623917,0.0763402922289906,0.1936116068888398,0.1361821765699485,0.1481131303967652,0.1690483513312384,0.1336383333674015,0.2409527593331801,0.0153479464657694,9.0,2.2222222222222223,0.5555555555555556,60.0,0.7333333333333333,1.0,8.404532967032967,12.685077094652012,0.0095917386584983,13.7721,1,0
Munich Re,Europe (Germany),2020,2021-03-10,216,5,-0.0003213373325698,0.851325328305928,-0.0303133729572911,0,0.0201575500884567,-0.0117416765459962,-0.0378341552177814,-0.0145877049320128,-0.0247067920667952,-0.0648431654837588,-0.0717375049324055,-0.1060428367263819,0.0303133729572911,15.0,1.7333333333333334,0.5333333333333333,74.0,0.4324324324324324,1.0,8.933520037340802,12.805565483380578,0.0039765444108076,0.3101,1,0
Munich Re,Europe (Germany),2021,2022-03-16,216,5,0.0002328804094653,0.6398360213812717,-0.0607184740274396,0,-0.055748885307931,-0.0415427346225225,-0.0341106005728477,-0.0438797624841861,-0.0309363161308229,0.0041870888243771,0.0031212209861611,-0.0158091377568999,0.0607184740274396,28.0,2.0357142857142856,0.5714285714285714,86.0,0.5465116279069767,0.0,9.095492001938926,12.78185513947607,0.0098550489122099,8.0543,0,1
Munich Re,Europe (Germany),2022,2023-03-09,214,7,0.0019498500230919,0.3263738570904363,-0.0086790694525663,0,-0.0489600429361024,-0.000520785800512,-0.0676061781118191,-0.0534404237937736,-0.044275957653831,-0.0425475280551976,-0.0807657486162596,-0.0768391829219209,0.0086790694525663,20.0,1.85,0.65,84.0,0.4761904761904761,1.0,8.887722517893192,12.57260529261642,0.0193904597729951,-15.2893,1,0
Munich Re,Europe (Germany),2023,2024-03-13,215,6,0.0011346209706307,0.2221123441714955,0.0038565104154106,0,0.0093504756442264,0.0039064472104025,0.0098387056792043,-0.0541644788007502,-0.0762266770037802,-0.0549291039752295,0.0226727114760671,0.0106219393322147,0.0038565104154106,7.0,2.0,0.4285714285714285,80.0,0.575,1.0,8.196634308555304,12.621239126771432,0.0164447697804347,-2.1141,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2013,2014-04-24,215,6,-0.0010201605295758,0.2204401462043432,-0.0350022355881137,0,-0.0488340661075664,-0.0199453790902151,-0.0259266791615547,0.0122505060988318,0.0237576735491686,0.0571114460381448,0.059498091126722,0.1186179127500103,0.0350022355881137,7.0,1.5714285714285714,0.4285714285714285,41.0,0.6829268292682927,2.0,6.967415958651869,11.734440567881776,0.0105039095549275,18.5617,0,0
People's Insurance Company of China (PICC),China / Hong Kong,2014,2015-04-28,215,6,0.001270405003907,0.1791095722973044,0.0169646084544664,0,0.0552137869040196,-0.0164371410108988,0.0380652511472635,0.0109024593768666,-0.0009560139789876,-0.1046785498769071,-0.1507937515921549,-0.2584116961289494,0.0169646084544664,8.0,1.375,0.875,52.0,0.7692307692307693,1.0,5.229014869648579,11.744150459676632,0.0168297046394981,15.3479,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2015,2016-04-29,216,5,-0.0019366515611283,0.9505631769557444,-0.0385451531788297,0,-0.022611332719732,-0.0437398847282448,-0.039354863858393,-0.02742605706234,0.0015869840069901,0.0164262296708586,0.0070992260898039,0.052128270842677,0.0385451531788297,3.0,2.0,0.6666666666666666,60.0,0.7666666666666667,1.0,4.365743177986938,11.775399994896722,0.0238093998854601,15.5023,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2016,2017-04-26,215,6,-0.0005121109133223,0.4835437058144638,0.025077157482266,0,0.0212649726159534,0.0115947928428701,-0.0158618607589273,0.0424599346425264,0.0523507621984352,0.0316513364042894,0.0636749155844817,0.167363838158955,0.025077157482266,18.0,1.5555555555555556,0.5,68.0,0.6617647058823529,0.0,4.478525090733931,11.808024807586069,0.0123607890758019,9.8105,0,1
People's Insurance Company of China (PICC),China / Hong Kong,2017,2018-04-23,216,5,0.0015887335230415,0.0075386026896488,-0.0180615768656287,0,-0.0240896138071458,0.0050387950364491,0.0299026032416344,0.0257235880465745,-0.0085984453133825,0.0691301850108113,-0.0699532224567373,-0.103083325073058,0.0180615768656287,18.0,1.6111111111111112,0.5,68.0,0.6617647058823529,0.0,4.286283787533706,11.930510415505168,0.0156697205914849,8.5242,0,1
People's Insurance Company of China (PICC),China / Hong Kong,2018,2019-03-28,215,6,-0.0004869457256612,0.5551593081985307,0.0082831369058004,0,0.0020464113643781,0.0088529074953106,0.0134327942366597,-0.0109554154650512,-0.044381478722832,-0.1234447108319636,-0.0873668345514242,-0.0682854953373271,0.0082831369058004,15.0,1.8666666666666667,0.5333333333333333,96.0,0.59375,1.0,4.000630141564212,11.918254875205186,0.0127443072580594,3.0479,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2019,2020-03-27,216,5,-0.0011212909788773,0.5076853281693954,0.0025523496407046,0,0.1161930358880363,0.0255130804790566,0.0868026425218391,0.0586910994381912,0.0773162111135444,0.0302655771900036,-0.0247929913800941,0.0259893297737157,0.0025523496407046,15.0,1.6,0.8,114.0,0.7017543859649122,1.0,3.582405980732196,11.99991377689186,0.0196826807470925,10.5861,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2020,2021-03-26,216,5,-0.0005737661129117,0.4656301174628751,0.009997037242431,0,0.0186350014374641,7.56800832243075e-06,-0.0075040157368889,0.0120738263309326,0.0163350043085181,0.0966152061720698,0.1321123639808196,0.107515000686892,0.009997037242431,10.0,1.6,0.5,80.0,0.675,1.0,3.5916156069323195,12.167515519154476,0.0150337193118847,5.5138,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2021,2022-04-01,215,6,0.0004825332164359,0.1413944616873165,0.041734570550804,0,0.0438427593570043,0.028212108976167,0.0034057332275035,-0.0655935186830986,-0.0087131306796677,-0.0398040499585495,-0.0383033193429324,-0.0071914668170128,0.041734570550804,5.0,2.2,1.0,63.0,0.8253968253968254,1.0,3.6375529228449617,12.28589894178845,0.0093107955136503,2.2354,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2022,2023-04-11,214,7,0.0004082720303741,-0.0083269925770812,0.0292438266473998,0,0.0209024494721522,0.0296222739252756,0.0613684330132714,0.1578733962670707,0.2081994215590813,0.1548695713046384,0.1408229776053617,0.123873846276544,0.0292438266473998,9.0,1.5555555555555556,0.7777777777777778,60.0,0.8166666666666667,1.0,3.6451935575407486,12.232230723800988,0.018343273002752,-19.4379,1,0
People's Insurance Company of China (PICC),China / Hong Kong,2023,2024-04-18,214,7,-0.0001732229187168,0.3206034504197516,0.0210968489668873,0,0.0277938839039465,0.0158784049750685,0.0350940070557112,0.0896029794797923,0.1456622809406286,0.0579405862833545,0.029607910988013,0.0513361790538473,0.0210968489668873,9.0,1.3333333333333333,0.4444444444444444,57.0,0.6666666666666666,2.0,3.6760828242118513,12.297803407308898,0.0142802189559885,6.91,0,0
Ping An Insurance Group,China / Hong Kong,2012,2013-03-27,214,7,0.0005420118908901,0.3777458102743026,-0.0042637527846366,0,-0.0173162741718991,0.0031440078755094,-0.0472854315985145,-0.0084538491240346,-0.0153978574188382,-0.0249968773900551,-0.0795455389469064,-0.1927520082658702,0.0042637527846366,18.0,2.111111111111111,0.8333333333333334,113.0,0.6548672566371682,1.0,12.566799742791416,13.03063701658226,0.0069656591922548,25.0992,1,0
Ping An Insurance Group,China / Hong Kong,2013,2014-03-20,216,5,-1.212618572391386e-05,0.10281133787723,0.0074376983522254,0,0.0422904769533589,-0.0054560709505269,0.0478362038755007,0.0630025408215934,-0.0098591025572299,-0.0667762709182511,-0.0363035665651891,0.0055508084167923,0.0074376983522254,24.0,2.125,0.625,122.0,0.6639344262295082,1.0,13.018531112857026,13.227089497235667,0.008229588540942,24.2443,1,0
Ping An Insurance Group,China / Hong Kong,2014,2015-03-19,216,5,0.0020254751982734,0.167567294079358,0.0500531762526655,0,0.0657018765517601,0.0440700859456632,0.0255044681926044,0.1437926861134283,0.190888082155752,0.1622389751434366,0.2007701385053738,0.1212709051038831,0.0500531762526655,19.0,1.6842105263157894,0.5263157894736842,133.0,0.631578947368421,1.0,10.32201766479484,13.377539449531705,0.0099043024571705,25.7653,1,0
Ping An Insurance Group,China / Hong Kong,2015,2016-03-17,217,4,-0.0002065581433767,0.8457511570706866,0.0439063084268719,0,0.0510888447157533,0.0412057291226472,0.0326413160767358,-0.0014240844824201,0.0451121982521596,0.0340565437869469,-0.0506665990357385,-0.0520046113541304,0.0439063084268719,4.0,1.75,1.0,155.0,0.6903225806451613,1.0,10.521985347396187,13.506964214375866,0.0117462596229869,30.829,1,0
Ping An Insurance Group,China / Hong Kong,2016,2017-03-16,216,5,0.0003732382350714,0.5177983822779586,0.0173755001788557,0,0.0354465665785849,0.0222613311839978,0.0410798423867345,0.0164268042409638,0.0010919100923774,0.0191749382117691,0.1492729860657282,0.134768454608998,0.0173755001788557,1.0,2.0,0.0,55.0,0.6,2.0,10.464234548618728,13.59688561646365,0.0116989425547317,11.8755,0,0
Ping An Insurance Group,China / Hong Kong,2017,2018-03-22,216,5,0.0032243303649795,0.4898463752874062,-0.0671582579921959,0,-0.0930331969388723,-0.031605048635039,-0.1112160362768116,-0.1442118867476485,-0.1235202237668444,-0.2411519365869129,-0.2892357677015653,-0.3430225494178886,0.0671582579921959,4.0,2.0,0.5,67.0,0.5671641791044776,1.0,10.044203521681029,13.813414367090497,0.0132258641987932,24.691,1,0
Ping An Insurance Group,China / Hong Kong,2018,2019-03-13,215,6,-9.915293733667405e-05,0.4521362658015867,0.0494006751685239,0,0.0520160712311492,0.0291934678937717,0.0530258054658045,0.085324596728539,0.0946860646363591,0.1176203959958566,0.0155207547951,0.0583260653739895,0.0494006751685239,11.0,2.1818181818181817,0.4545454545454545,67.0,0.5522388059701493,1.0,9.448377295833309,13.853191624931965,0.0215330461286594,9.9901,1,0
Ping An Insurance Group,China / Hong Kong,2019,2020-03-30,215,6,0.0001220051932804,0.49998467736948,0.0081980734262594,0,-0.0051856479885328,-0.0055499151020894,-0.0233972895909453,-0.0230282317665488,-0.0256238060899289,-0.0466914761312404,-0.0478920587821857,-0.0701712790524807,0.0081980734262594,13.0,1.4615384615384617,0.8461538461538461,84.0,0.6071428571428571,1.0,8.64737015778458,13.981787417589372,0.024496726733847,17.4608,1,0
Ping An Insurance Group,China / Hong Kong,2020,2021-03-17,216,5,0.0001037365411228,0.2452334838019816,-0.0196402983337028,0,-0.0226913672675692,-0.0171661468630015,-0.0445827212599075,-0.079543332092389,-0.0928234153276015,-0.15744459365184,-0.1593839203836065,-0.204792907086404,0.0196402983337028,10.0,1.7,0.7,84.0,0.6785714285714286,1.0,8.64474668912049,14.193741493118669,0.0201468134548194,4.3769,1,0
Ping An Insurance Group,China / Hong Kong,2021,2022-03-17,215,6,-0.001825723421257,0.3543495683288666,0.2205614438561155,0,0.0354950915128087,0.148187550517043,0.1345802301090902,0.1911220894865627,0.1338665250254298,0.0986520591767796,0.0367901086026421,0.194613491475579,0.2205614438561155,21.0,1.619047619047619,0.4761904761904761,98.0,0.5306122448979592,0.0,8.41072725492015,14.28276039901339,0.0175376307971922,-1.8584,0,1
Ping An Insurance Group,China / Hong Kong,2022,2023-03-15,215,6,0.0012934898793716,0.2285790951184723,-0.0396208186982447,0,-0.0034828639736882,-0.006109262567437,0.0091139650426569,-0.0231112088466144,0.0275102043233708,0.0486946676693847,-0.0114445512211163,-0.0235068999612007,0.0396208186982447,21.0,1.6666666666666667,0.6666666666666666,100.0,0.67,1.0,8.283001294006061,14.28301105699189,0.0130441681077694,-31.9442,1,0
Ping An Insurance Group,China / Hong Kong,2023,2024-03-21,215,6,-0.0022679738339044,0.6787797341180289,-0.0409887739161673,0,-0.0828685704206942,-0.0354573625625764,-0.0403530575172645,-0.0968334810908854,0.0095584383778302,0.1622867391253207,0.2544077778453826,0.1850003927890414,0.0409887739161673,24.0,1.4166666666666667,0.4166666666666667,129.0,0.4961240310077519,2.0,8.425193676660383,14.304826498242385,0.0080860933668464,3.666,0,0
Power Corporation of Canada,Canada,2012,2013-03-13,215,6,0.0003810764243881,0.2498214191632057,-0.016387533973209,0,-0.0007146107481122,-0.0156530426168681,0.0037865596487882,-0.0468673019870979,-0.0508483592461303,-0.0607568641768773,-0.0017753906717278,0.0104272476041596,0.016387533973209,3.0,1.0,0.0,182.0,0.3626373626373626,2.0,9.526740042662256,12.517316537564396,0.0030942447776886,1.6134,0,0
Power Corporation of Canada,Canada,2013,2014-03-19,217,4,0.0004034466320524,0.2159244291320375,0.0071504355098344,0,0.0197334446332019,-0.004997933308365,-0.0210894904116041,-0.0040950665807657,-0.0137646839346174,-0.0043789686822445,-0.04381066593945,-0.0608036846765642,0.0071504355098344,6.0,1.6666666666666667,0.1666666666666666,164.0,0.3902439024390244,2.0,10.740454644762227,12.690407253680553,0.0033695490164221,-11.3656,0,0
Power Corporation of Canada,Canada,2014,2015-03-18,217,4,0.000114739756703,0.4807186912329804,-0.0104059491247033,0,0.0261661254480629,-0.0136991781651732,0.0067927047262209,0.0165083912062861,-0.0064804389618602,-0.0235913958409617,-0.0508564887545853,-0.035177980961183,0.0104059491247033,10.0,1.6,0.4,115.0,0.391304347826087,2.0,10.99876130645638,12.692357668438923,0.0036809943006451,43.8128,0,0
Power Corporation of Canada,Canada,2015,2016-03-23,217,4,-0.0002666300345345,0.7164798340809905,-0.0145420956211132,0,-0.0044077679188449,-0.0112276948074595,-0.0118053238798931,-0.0110076728280656,0.0024189433478921,-0.0267088692183964,-0.021880778408564,-0.0484162747503041,0.0145420956211132,9.0,1.5555555555555556,0.3333333333333333,115.0,0.3478260869565217,2.0,10.909172857384169,12.6306836401641,0.0041272880998667,-10.2372,0,0
Power Corporation of Canada,Canada,2016,2017-03-24,217,4,-5.900246266825276e-05,0.6564958310215456,-0.017099963138365,0,-0.0252572903930827,-0.0313070907978898,-0.0381204839955593,-0.0434832174264292,-0.0353812734604991,-0.0497224195647613,-0.1369041305074826,-0.1111863041067092,0.017099963138365,15.0,1.6,0.2666666666666666,145.0,0.3172413793103448,2.0,11.056815261271264,12.65808074973645,0.0029344649274981,32.6277,0,0
Power Corporation of Canada,Canada,2017,2018-03-23,217,4,-0.0004397700786487,0.4703584951043466,-0.0458357774098451,0,-0.0283705958973604,-0.0383219402938809,0.0054298046696866,-0.012596959647678,0.0137714301611072,0.0279169535934712,0.0395034328910848,0.0731004383670309,0.0458357774098451,10.0,1.9,0.2,121.0,0.3305785123966942,2.0,11.101287474196706,12.78169844088777,0.0034140238522351,1.3123,0,0
Power Corporation of Canada,Canada,2018,2019-03-20,216,5,-0.0004071011101388,0.3676120258865756,0.051023981149074,0,0.0538387263643532,0.0353301433440098,0.0399138762791534,0.0342836003495757,0.0601676394475733,0.009068767285016,-0.0296569224516475,-0.0568052076412439,0.051023981149074,10.0,1.9,0.4,106.0,0.3018867924528302,1.0,10.888319410272093,12.712859737794645,0.0033431887464682,-6.4532,1,0
Power Corporation of Canada,Canada,2019,2020-03-18,217,4,0.0001822665219189,0.5599527684723531,0.0090651575498627,0,-0.1290455089952661,0.0063069026259684,0.0498953341983954,0.0170729260290087,-0.0864957105848795,0.0102136557474216,-0.0226395924867551,0.0607801342695815,0.0090651575498627,15.0,1.2,0.4,103.0,0.3398058252427184,2.0,12.04496376995401,12.815125218462686,0.0026418492680557,1.5448,0,0
Power Corporation of Canada,Canada,2020,2021-03-17,217,4,-0.0001095049605291,1.267599097226143,0.0442090714133299,0,0.0253048462094026,0.0402505122412581,0.0388418568283339,0.0174352107174578,0.0131172936811816,0.0465255537309538,0.1312051543401948,0.1461313696393387,0.0442090714133299,18.0,1.5555555555555556,0.5,93.0,0.4623655913978494,0.0,15.242067507906665,13.107694916021543,0.0029374197545891,32.5355,0,1
Power Corporation of Canada,Canada,2021,2022-03-17,216,5,0.001222234565842,0.3228325448071115,-0.0221281750266924,0,-0.0511250604356846,-0.0233751412011309,-0.0124305798321522,-0.0246990563897725,-0.0258492233814969,-0.0360867960145829,-0.1155997057585807,-0.1404820458829361,0.0221281750266924,14.0,1.6428571428571428,0.5714285714285714,86.0,0.5697674418604651,1.0,14.130648540853327,13.16747323277589,0.0043899776364942,7.5089,1,0
Power Corporation of Canada,Canada,2022,2023-03-16,216,5,-6.106246071867856e-05,0.5356807155722269,-0.051486279900507,0,-0.0506983648545663,-0.0352663875790601,-0.0155712869224445,-0.0228995304193964,-0.0114076186623465,0.0176504844575843,-0.000528847369205,-0.0431211576531365,0.051486279900507,19.0,1.5789473684210529,0.5263157894736842,144.0,0.6319444444444444,1.0,16.35875700434403,13.162778726119384,0.0046740042778368,-57.685,1,0
Power Corporation of Canada,Canada,2023,2024-03-20,216,5,0.0003322084486708,0.6293582849399162,0.014868034829501,0,-0.0314475420300786,0.0082397526372087,-0.0272837478052222,-0.0620099377122928,-0.040561084028721,-0.0269722939772173,0.0152228805397934,-0.0420991599738482,0.014868034829501,11.0,1.9090909090909087,0.6363636363636364,71.0,0.7464788732394366,1.0,17.162559085362393,13.248970344131209,0.0033709330984536,6.5539,1,0
"Prudential Financial, Inc.",United States,2015,2016-03-28,221,0,-0.0003729077006023,1.1826546435347127,-0.03316578379928,0,-0.0226392814467492,-0.0033863793413141,0.0145351490051499,0.048757826569521,0.0756245666481333,0.0606430216982601,0.1050620281103534,0.0359816908138198,0.03316578379928,23.0,1.391304347826087,0.7391304347826086,122.0,0.7049180327868853,1.0,17.06299644586504,13.537455331706903,0.0075334464612316,-0.0778,1,0
"Prudential Financial, Inc.",United States,2016,2017-03-30,221,0,0.0014102385307857,1.2301461320490978,0.007278540437683,0,0.0052736430916321,0.0136348540464106,0.0081824276796772,-0.0108557899333275,-0.0299993437077379,-0.0616587308819481,-0.107574104862048,-0.1440176981947002,0.007278540437683,32.0,1.375,0.5625,112.0,0.6517857142857143,0.0,16.010111091824335,13.57211582877011,0.0054010577043275,10.1614,0,1
"Prudential Financial, Inc.",United States,2017,2018-03-29,221,0,-0.0005847341321158,1.3661710375222842,-0.0053767528574146,0,0.0063558194120054,-0.0073675447073707,-0.0050097194056221,0.0132001322315502,0.0226117175220197,-0.0694291477502165,-0.0538267165201824,-0.0583166753906564,0.0053767528574146,46.0,1.565217391304348,0.717391304347826,126.0,0.7380952380952381,0.0,14.308424113057558,13.63149276337205,0.0057893477866287,4.7963,0,1
"Prudential Financial, Inc.",United States,2018,2019-03-28,221,0,-0.0003387806290741,1.2190879774211802,0.0006207878044341,0,0.0391814182623435,-0.0047572273774385,0.0325511882450844,0.0913084672576315,0.0867202955176978,0.0888304995753393,0.0817339215760845,0.0618237523960968,0.0006207878044341,104.0,1.6730769230769231,0.6923076923076923,169.0,0.6745562130177515,0.0,15.623727845648672,13.61103909316499,0.0062633539366784,4.5405,0,1
"Prudential Financial, Inc.",United States,2019,2020-03-27,221,0,-0.0007129949243409,1.553340599242534,-0.0353613268329221,0,0.0092636227628982,-0.0082193931589534,-0.0773775226215799,-0.0721343914216566,-0.0034370140057272,-0.0615822252211946,-0.0496467620526281,-0.0210719792105301,0.0353613268329221,18.0,1.1666666666666667,0.4444444444444444,58.0,0.4310344827586206,0.0,13.070402862568464,13.706311573691542,0.0060989769695455,3.1483,0,1
"Prudential Financial, Inc.",United States,2020,2021-03-26,221,0,-0.0008804936086677,1.6922900575631084,-0.0051089178464521,0,0.029698086727981,-0.0202320525976766,-0.0371140663078068,-0.0019279208829282,-0.0043649301068042,0.082500265946458,0.1083604533066217,0.0323218917116082,0.0051089178464521,32.0,1.5,0.8125,75.0,0.64,0.0,12.791555490397302,13.754402944526165,0.0075109968726148,-6.6589,0,1
"Prudential Financial, Inc.",United States,2021,2022-03-25,221,0,0.0010420536841662,1.114454491803735,0.0014208335537345,0,-0.0147531104337337,-0.0027765868288758,-0.0192501031398587,0.0120015173656977,-0.0051765549284405,-0.0145834451038454,-0.0584381068944901,-0.0972787461016857,0.0014208335537345,45.0,1.7333333333333334,0.5333333333333333,87.0,0.5747126436781609,0.0,13.975434449271658,13.751059499668385,0.0040683908180831,9.8326,0,1
"Prudential Financial, Inc.",United States,2022,2023-03-23,221,0,-5.411934394517286e-05,0.9641349254689704,-0.0513358072140902,0,-0.0194744424571251,-0.0181395550063504,0.0110927992536688,0.0338917382541738,0.0353838563876686,-0.006648421948147,-0.0169052110621276,0.0096370498464253,0.0513358072140902,22.0,1.3636363636363635,0.5454545454545454,71.0,0.704225352112676,0.0,20.58679783201228,13.443038639095525,0.0055275612492362,-4.8722,0,1
"Prudential Financial, Inc.",United States,2023,2024-03-28,221,0,0.0005478601756244,1.0686338957298402,-0.0026406779279202,0,0.0067983813928461,-0.0042797059754597,-0.0045893221923148,-0.0072239314161167,-0.0377626276661641,0.0031271459897645,0.0005954507692063,-0.0367441795403508,0.0026406779279202,17.0,1.411764705882353,0.5294117647058824,52.0,0.7115384615384616,0.0,24.65677694770544,13.48868840910798,0.0060123930272929,-11.2396,0,1
Sompo Holdings,Japan,2017,2017-09-05,213,8,0.0012624568696434,0.5239788355605883,-0.0133763819155151,1,-0.0339380522912408,-0.0133763819155151,-0.0153965800770879,0.0068930598032206,0.0146403958336118,-0.054945567075886,0.0045416242115667,-0.0928307587500979,0.0133763819155151,24.0,1.2916666666666667,0.7083333333333334,70.0,0.4285714285714285,0.0,5.383904773185581,11.582342826748429,0.014415932610899,4.5919,0,1
Sompo Holdings,Japan,2021,2021-08-27,213,8,0.0011093979099276,0.2351249291821938,0.0058364514823558,0,-0.0067601561617466,-0.0001621985602349,0.0187759021923046,0.040376142172625,0.0404929857889496,0.023710985105379,-0.0269780810423562,-0.0253564411489479,0.0058364514823558,31.0,1.3548387096774193,0.3225806451612903,114.0,0.3421052631578947,0.0,5.458675998568581,11.68353539595796,0.0120297216315527,2.2966,0,1
Sompo Holdings,Japan,2022,2022-08-26,212,9,0.001729602330936,0.1464247008687473,0.0021817941083277,0,0.0100165180784768,-0.0088753294484921,-0.0110308395050922,0.0062290544077757,-0.0352347855320858,-0.0019540814213472,0.0138366318963871,-0.0805795411065142,0.0021817941083277,60.0,1.2833333333333334,0.3166666666666666,186.0,0.2043010752688172,0.0,5.756129598334957,11.638889271131417,0.0172560514172509,8.6811,0,1
Sompo Holdings,Japan,2023,2023-08-30,212,9,0.0005363101169587,0.0337786268273261,0.0057355026351462,0,0.0228013400739699,0.0154854280342815,0.0373338528092442,0.0832495385934899,0.0762668764714052,0.0244604697777455,0.0640925620060724,0.0631619403389778,0.0057355026351462,18.0,1.5,0.5,72.0,0.4027777777777778,0.0,5.956902592922434,11.518504285372789,0.0016142203877065,5.2977,0,1
Swiss Re,Europe (Switzerland),2014,2015-03-12,216,5,0.0005250710893573,0.4491666199637658,0.0176498754067403,0,0.0279325910204571,0.0069491263433387,0.0146612997415001,0.0259744729815074,0.0413086349626598,-0.0201663106422914,-0.0334599589218843,-0.0194553563095597,0.0176498754067403,8.0,1.125,0.625,54.0,0.6296296296296297,2.0,4.673011292694431,12.228132527231256,0.0181820102611255,1.9725,0,0
Swiss Re,Europe (Switzerland),2015,2016-03-16,217,4,0.0006883567214582,0.5877222177999237,0.0072701275802738,0,0.0007065189401375,0.0042599732517241,0.0048956365662037,-0.0385757521142185,0.0075833503857774,-0.0348895158446217,-0.0052208314778582,-0.097138948634498,0.0072701275802738,5.0,1.0,0.6,44.0,0.6363636363636364,2.0,4.836308992441825,12.186558476625873,0.0235300053534555,-4.3463,0,0
Swiss Re,Europe (Switzerland),2016,2017-03-16,216,5,0.0002162788332137,0.8155990665673978,0.0047476158092432,0,0.0023311508881281,0.0033052919665176,0.0018192591349537,0.0017278590663374,-0.0042006367253679,0.0034054670268152,0.0004167980282656,-0.0220661096432053,0.0047476158092432,4.0,1.25,0.25,67.0,0.1492537313432835,2.0,5.021530966513607,12.278695587000026,0.0165438355845907,22.6965,0,0
Swiss Re,Europe (Switzerland),2017,2018-03-15,216,5,-0.0001649371110271,0.6724174540486763,0.0084802130473083,0,-0.0050298616421071,0.0145397930285328,0.0072210463363608,0.0073381610300586,-0.0025298172536681,0.0487017589206567,0.0074134800967772,-0.0207910364225181,0.0084802130473083,17.0,1.4705882352941178,0.4705882352941176,82.0,0.3902439024390244,0.0,5.488773546392955,12.312799227694128,0.0018680823813846,-3.1044,0,1
Swiss Re,Europe (Switzerland),2018,2019-03-14,215,6,0.0002265942711564,0.3299216969156329,0.0183562640680519,0,0.011099780295596,0.0171243414544341,-0.0145156101210409,0.006079098086643,0.0028359731714464,0.0382106173031806,0.0045699281328077,0.0395960384442464,0.0183562640680519,11.0,1.4545454545454546,0.5454545454545454,93.0,0.2795698924731182,2.0,6.225606572214293,12.243223911160966,0.0020282314399961,-12.9898,0,0
Swiss Re,Europe (Switzerland),2019,2020-03-19,216,5,0.0002674270657114,0.5388598877210623,0.0084746558860323,0,-0.0519906959188826,0.0424298939380232,0.2146441957848906,0.2795290550167583,0.277489969582573,0.155156501100857,0.1271208246877223,0.2154776389492857,0.0084746558860323,21.0,2.0,0.5238095238095238,109.0,0.6422018348623854,1.0,6.686535425459935,12.38240547229108,0.0030473619570183,32.6618,1,0
Swiss Re,Europe (Switzerland),2020,2021-03-18,216,5,-0.000201244945054,0.991190797389101,0.0106697933294053,0,0.0071939056213997,0.0205333170715982,0.04383184185733,0.0213083048175765,-0.0210491480931649,-0.0074981852145398,0.0041993238910723,0.0082306451193515,0.0106697933294053,12.0,2.083333333333333,0.6666666666666666,75.0,0.4933333333333333,1.0,5.699757869249395,12.11517372181335,-0.0048077449595339,-11.3189,1,0
Swiss Re,Europe (Switzerland),2021,2022-03-17,216,5,0.0005672923722448,0.4412769139535157,-0.0094237576807781,0,-0.0109896772546635,-0.0086429237204757,-0.0092004738463347,-0.009238227470667,0.0268385981680734,-0.0032013744800954,0.005272099811459,-0.0038230322636882,0.0094237576807781,20.0,1.9,0.55,94.0,0.5,1.0,6.668172987583411,12.10938001057493,0.0079144337902812,5.8632,1,0
Swiss Re,Europe (Switzerland),2022,2023-03-16,215,6,0.0007121444801055,0.3324084844077973,-0.0386215370098536,0,-0.0308956205199237,0.0088880169377899,0.0392310231684459,0.0511031710382472,0.0152811168194392,0.0485903090016025,0.0616091197724632,0.0072831237713368,0.0386215370098536,19.0,2.0,0.631578947368421,96.0,0.40625,1.0,12.324693574830198,12.047522301358228,0.0027795882256439,0.2438,1,0
Swiss Re,Europe (Switzerland),2023,2024-03-13,216,5,0.0004163776317134,0.4361011601778319,0.0262382370464937,0,0.0417860364191746,0.0253241248483509,0.0439728501884855,-0.0253888325123595,-0.0435298286385717,-0.0440789560702555,0.0420962514344512,0.038572358246885,0.0262382370464937,20.0,1.55,0.8,76.0,0.6710526315789473,0.0,4.939083366608989,11.804557227118288,0.0232405256198594,-5.3687,0,1
Talanx AG,Europe (Germany),2013,2014-03-26,216,5,0.000237862789898,0.2363225810333755,0.0260993891427176,0,0.046689380090844,0.0087079309355542,0.0173868609573946,0.0221712460617405,0.0485016214087513,0.0545137278737184,0.050965953549284,0.003556665725247,0.0260993891427176,1.0,1.0,0.0,41.0,0.4390243902439024,2.0,10.85112835607885,12.118359880989429,0.0053869508337043,4.9039,0,0
